Availability,Licence,OrphaCode,DisorderId,DisorderName,DisorderTypeId,DisorderType,DisorderGroupId,DisorderGroup,ExpertLink,PrevalenceListCount,PrevalenceGeographies,PrevalenceEntries
,,166024,17601,Multiple epiphyseal dysplasia-macrocephaly-facial dysmorphism syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166024,2,Worldwide; Worldwide,8322|23697|Cases/families|23718|Case(s)|||4.0|23844|Worldwide|25958|Validated|11389160[PMID]_9689990[PMID]_ [EXPERT]; 8323|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_11389160[PMID]_9689990[PMID]
,,166032,17603,Multiple epiphyseal dysplasia-miniepiphyses syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166032,2,Worldwide; Worldwide,11632|23697|Cases/families|23718|Case(s)|||2.0|23844|Worldwide|25958|Validated|15523498[PMID]; 11633|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_15523498[PMID]
,,58,2,Alexander disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=58,2,Japan; Worldwide,2|23676|Annual incidence|23711|Value and class|23760|<1 / 1 000 000|0.037|24621|Japan|25958|Validated|21533827[PMID]_[EXPERT]; 3|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET
,,166029,17602,Multiple epiphyseal dysplasia-severe proximal femoral dysplasia syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166029,2,Worldwide; Worldwide,11634|23697|Cases/families|23718|Case(s)|||3.0|23844|Worldwide|25958|Validated|15523498[PMID]; 11635|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_15523498[PMID]
,,61,3,Alpha-mannosidosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=61,7,Europe; Australia; Norway; Netherlands; Portugal; Czech Republic; Sweden,4|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.1|23795|Europe|25958|Validated|European Medicines Agency 2005[OTHER]; 5|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.09|23949|Australia|25958|Validated|9918480[PMID]; 6|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.13|25006|Norway|25965|Not yet validated|7900112[PMID]; 7|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.09|24936|Netherlands|25958|Validated|10480370[PMID]; 8|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.12|25090|Portugal|25958|Validated|14685153[PMID]; 9|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.38|24257|Czech Republic|25958|Validated|20490927[PMID]; 12208|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.07|25335|Sweden|25958|Validated|25274184[PMID]
,,166038,17605,"Metaphyseal chondrodysplasia, Kaitila type",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166038,2,Worldwide; Worldwide,8326|23697|Cases/families|23718|Case(s)|||2.0|23844|Worldwide|25958|Validated|6979929[PMID]; 8327|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_6979929[PMID]
,,93,5,Aspartylglucosaminuria,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93,4,Australia; Worldwide; Sweden; Finland,10|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.2|23949|Australia|25958|Validated|9918480[PMID]; 11|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET; 12205|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.62|25335|Sweden|25958|Validated|25274184[PMID]; 13306|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|3.35|24362|Finland|25958|Validated|27906067[PMID]
,,166035,17604,Brachydactyly-short stature-retinitis pigmentosa syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166035,2,Worldwide; Worldwide,8324|23697|Cases/families|23718|Case(s)|||12.0|23844|Worldwide|25958|Validated|7252997[PMID]_28285769[PMID]; 8325|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_7252997[PMID]_28285769[PMID]
,,585,6,Multiple sulfatase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=585,2,Worldwide; Worldwide,12|23697|Cases/families|23718|Case(s)|||154.0|23844|Worldwide|25958|Validated|36980153[PMID]_37732042[PMID]_ORPHANET; 13|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.2|23844|Worldwide|25958|Validated|33144036[PMID]
,,118,7,Beta-mannosidosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=118,5,Europe; Czech Republic; Netherlands; Portugal; Worldwide,14|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.14|23795|Europe|25958|Validated|14685153[PMID]_10480370[PMID]_20490927[PMID]; 15|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.16|24257|Czech Republic|25958|Validated|20490927[PMID]; 16|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.13|24936|Netherlands|25958|Validated|10480370[PMID]; 17|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.12|25090|Portugal|25958|Validated|14685153[PMID]; 18|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25958|Validated|ORPHANET
,,141,8,Canavan disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141,3,Worldwide; Specific population; Worldwide,19|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET; 20|23676|Annual incidence|23711|Value and class|23746|1-9 / 100 000|7.0|23851|Specific population|25958|Validated|20301412[PMID]_ORPHANET; 10848|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.0|23844|Worldwide|25958|Validated|[EXPERT]
,,166063,17608,Pontocerebellar hypoplasia type 4,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166063,2,Worldwide; Worldwide,8328|23697|Cases/families|23725|Family(ies)|||10.0|23844|Worldwide|25958|Validated|[EXPERT]; 8329|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_20952379[PMID]
,,166078,17611,Von Willebrand disease type 1,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166078,1,Europe,8334|23669|Point prevalence|23704|Class only|23732|1-5 / 10 000|0.0|23795|Europe|25965|Not yet validated|ORPHANET
,,166073,17610,Pontocerebellar hypoplasia type 6,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166073,2,Worldwide; Worldwide,8332|23697|Cases/families|23718|Case(s)|||10.0|23844|Worldwide|25958|Validated|25809939[PMID]; 8333|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_25809939[PMID]
,,213,11,Cystinosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,10,Worldwide; Europe; France; Germany; United Kingdom; Australia; Specific population; Europe; Denmark; Sweden,34|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.75|23844|Worldwide|25958|Validated|12110740[PMID]_18008091[PMID]_11562417[PMID]; 35|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.5|23795|Europe|25958|Validated|[EXPERT]; 36|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.31|24369|France|25958|Validated|1018302[PMID]; 37|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.59|24418|Germany|25958|Validated|3921756[PMID]; 38|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.1|25475|United Kingdom|25958|Validated|9610798[PMID]; 39|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.52|23949|Australia|25958|Validated|9918480[PMID]; 12218|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.6|23851|Specific population|25958|Validated|1937486[PMID]_25274184[PMID]; 10555|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|1.5|23795|Europe|25958|Validated|European Medicines Agency 2014[OTHER]; 12192|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.87|24264|Denmark|25958|Validated|975942[PMID]_27102039[PMID]; 12193|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.38|25335|Sweden|25958|Validated|25274184[PMID]_27102039[PMID]
,,166084,17613,Von Willebrand disease type 2A,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166084,1,Worldwide,8336|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET
,,333,12,Farber disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=333,2,Worldwide; Worldwide,40|23697|Cases/families|23718|Case(s)|||96.0|23844|Worldwide|25958|Validated|29048419[PMID]; 41|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_29048419[PMID]
,,166081,17612,Von Willebrand disease type 2,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166081,1,Worldwide,8335|23669|Point prevalence|23704|Class only|23739|1-9 / 1 000 000|0.935|23844|Worldwide|25958|Validated|30306084[PMID]
,,349,13,Fucosidosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=349,4,Worldwide; Worldwide; Sweden; Cuba,42|23697|Cases/families|23718|Case(s)|||161.0|23844|Worldwide|25958|Validated|36082656[PMID]; 44|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.06|23844|Worldwide|25958|Validated|33266441[PMID]_31886074[PMID]_ORPHANET; 12207|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.1|25335|Sweden|25958|Validated|25274184[PMID]; 17450|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.63|24243|Cuba|25958|Validated|27706744[PMID]
,,166090,17615,Von Willebrand disease type 2M,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166090,1,Worldwide,8338|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET
,,365,14,Glycogen storage disease due to acid maltase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,14,Europe; Portugal; Italy; Netherlands; Czech Republic; Austria; United States; Australia; China; Worldwide; Sweden; Israel; Specific population; Europe,45|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.8|23795|Europe|25965|Not yet validated|ORPHANET; 46|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.17|25090|Portugal|25958|Validated|14685153[PMID]; 47|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.83|24607|Italy|25958|Validated|11953730[PMID]; 48|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.25|24936|Netherlands|25958|Validated|10480370[PMID]_10482961[PMID]; 49|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.37|24257|Czech Republic|25958|Validated|20490927[PMID]; 50|23683|Prevalence at birth|23711|Value and class|23732|1-5 / 10 000|11.5|23956|Austria|25958|Validated|22133539[PMID]; 51|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.5|25482|United States|25958|Validated|9738873[PMID]; 52|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.68|23949|Australia|25958|Validated|9918480[PMID]; 53|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.0|24166|China|25958|Validated|3106710[PMID]; 54|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET; 12215|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.72|25335|Sweden|25958|Validated|25274184[PMID]; 16961|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.3|24600|Israel|25958|Validated|33239050[PMID]; 16962|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|4.8|23851|Specific population|25958|Validated|33239050[PMID]; 14791|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|3.0|23795|Europe|25958|Validated|European Medicines Agency 2018[OTHER]
,,166087,17614,Von Willebrand disease type 2B,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166087,1,Worldwide,8337|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET
,,366,15,Glycogen storage disease due to glycogen debranching enzyme deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=366,2,United States; Worldwide,55|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.0|25482|United States|25958|Validated|9412782[PMID]; 56|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25958|Validated|ORPHANET
,,166093,17616,Von Willebrand disease type 2N,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166093,1,Worldwide,8339|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET
,,368,17,Glycogen storage disease due to muscle glycogen phosphorylase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=368,2,Worldwide; Spain,59|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET; 17880|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.035|25293|Spain|25958|Validated|29143597[PMID]_ORPHANET
,,166096,17617,Von Willebrand disease type 3,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,13,Worldwide; Austria; Finland; France; Greece; Israel; Italy; Netherlands; Norway; Portugal; Spain; Sweden; United Kingdom,8340|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.1865|23844|Worldwide|25958|Validated|30306084[PMID]_33780098[PMID]_ORPHANET; 16651|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.037|23956|Austria|25958|Validated|6609712[PMID]; 16652|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.24|24362|Finland|25958|Validated|6609712[PMID]; 16653|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.016|24369|France|25958|Validated|6609712[PMID]; 16654|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.044|24439|Greece|25958|Validated|6609712[PMID]; 16655|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.16|24600|Israel|25958|Validated|6609712[PMID]; 16656|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.055|24607|Italy|25958|Validated|6609712[PMID]; 16657|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.037|24936|Netherlands|25958|Validated|6609712[PMID]; 16658|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.25|25006|Norway|25958|Validated|6609712[PMID]; 16659|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.022|25090|Portugal|25958|Validated|6609712[PMID]; 16660|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.011|25293|Spain|25958|Validated|6609712[PMID]; 16661|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.312|25335|Sweden|25958|Validated|6609712[PMID]; 16662|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.027|25475|United Kingdom|25958|Validated|6609712[PMID]
,,367,16,Glycogen storage disease due to glycogen branching enzyme deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=367,2,Worldwide; Worldwide,57|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.1|23844|Worldwide|25965|Not yet validated|23285490[PMID]; 58|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET
,,371,19,Glycogen storage disease due to muscle phosphofructokinase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=371,2,Worldwide; Worldwide,61|23697|Cases/families|23718|Case(s)|||100.0|23844|Worldwide|25958|Validated|18421897[PMID]; 62|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_18421897[PMID]
,,166105,17619,FASTKD2-related infantile mitochondrial encephalomyopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166105,2,Worldwide; Worldwide,8341|23697|Cases/families|23718|Case(s)|||3.0|23844|Worldwide|25958|Validated|18771761[PMID]_28499982[PMID]; 8342|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_18771761[PMID]_28499982[PMID]
,,369,18,Glycogen storage disease due to liver glycogen phosphorylase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369,3,Worldwide; Israel; Specific population,60|23669|Point prevalence|23704|Class only|23774|Unknown|0.0|23844|Worldwide|25965|Not yet validated|ORPHANET; 16955|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.3|24600|Israel|25958|Validated|33239050[PMID]; 16956|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|4.8|23851|Specific population|25958|Validated|33239050[PMID]
,,447,21,Paroxysmal nocturnal hemoglobinuria,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447,3,United Kingdom; United Kingdom; Europe,64|23676|Annual incidence|23711|Value and class|23739|1-9 / 1 000 000|0.35|25475|United Kingdom|25958|Validated|34060690[PMID]; 65|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|3.81|25475|United Kingdom|25958|Validated|34060690[PMID]; 13351|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|2.0|23795|Europe|25958|Validated|European Medicines Agency 2016[OTHER]
,,166108,17620,Birk-Barel syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166108,2,Worldwide; Worldwide,8343|23697|Cases/families|23725|Family(ies)|||1.0|23844|Worldwide|25958|Validated|18678320[PMID]; 8344|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_18678320[PMID]
,,166113,17621,Bazex syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166113,2,Worldwide; Worldwide,8345|23697|Cases/families|23718|Case(s)|||145.0|23844|Worldwide|25958|Validated|18775590[PMID]; 8346|23669|Point prevalence|23704|Class only|23760|<1 / 1 000 000|0.0|23844|Worldwide|25958|Validated|ORPHANET_18775590[PMID]
,,535,23,Rare cutaneous lupus erythematosus,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=535,4,Europe; United States; United States; Sweden,77|23669|Point prevalence|23711|Value and class|23732|1-5 / 10 000|50.0|23795|Europe|25958|Validated|European Medicines Agency 2007[OTHER]; 78|23676|Annual incidence|23711|Value and class|23746|1-9 / 100 000|4.3|25482|United States|25958|Validated|19289752[PMID]; 79|23669|Point prevalence|23711|Value and class|23753|6-9 / 10 000|73.0|25482|United States|25958|Validated|19289752[PMID]; 10700|23676|Annual incidence|23711|Value and class|23746|1-9 / 100 000|4.0|25335|Sweden|25958|Validated|21574972[PMID]
,,166119,17622,Isolated osteopoikilosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166119,2,Worldwide; Worldwide,16847|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|2.0|23844|Worldwide|25958|Validated|31129707[PMID]; 16848|23676|Annual incidence|23711|Value and class|23746|1-9 / 100 000|2.0|23844|Worldwide|25958|Validated|31129707[PMID]
,,487,22,Krabbe disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=487,12,United States; Europe; Worldwide; Europe; France; Australia; Netherlands; Portugal; Germany; Turkey; Czech Republic; Sweden,66|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.327|25482|United States|25958|Validated|22991292[PMID]_26795590[PMID]; 67|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|1.0|23795|Europe|25958|Validated|[EXPERT]; 68|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.7|23844|Worldwide|25958|Validated|[EXPERT]; 69|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.0|23795|Europe|25965|Not yet validated|20301416[PMID]; 70|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.7|24369|France|25958|Validated|[EXPERT]; 71|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.71|23949|Australia|25958|Validated|9918480[PMID]; 72|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.35|24936|Netherlands|25958|Validated|10480370[PMID]; 73|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.21|25090|Portugal|25958|Validated|14685153[PMID]; 74|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.6|24418|Germany|25958|Validated|9286459[PMID]; 75|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.0|25426|Turkey|25958|Validated|20490927[PMID]; 76|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.4|24257|Czech Republic|25958|Validated|20490927[PMID]; 12200|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|1.9|25335|Sweden|25958|Validated|5409293[PMID]
,,166260,17624,Dentinogenesis imperfecta type 2,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166260,1,Europe,8347|23669|Point prevalence|23711|Value and class|23732|1-5 / 10 000|14.6|23795|Europe|25958|Validated|[EXPERT]
,,583,24,Mucopolysaccharidosis type 6,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=583,27,"Europe; Germany; Netherlands; Portugal; Sweden; Sweden; Norway; Norway; Denmark; Denmark; Czech Republic; Australia; Canada; Taiwan, Province of China; Estonia; Colombia; Europe; Turkey; Brazil; Poland; Saudi Arabia; Japan; Switzerland; Tunisia; Korea, Republic of; United States; United States","80|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.16|23795|Europe|25965|Not yet validated|ORPHANET; 81|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.23|24418|Germany|25958|Validated|16435194[PMID]; 82|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.15|24936|Netherlands|25958|Validated|10480370[PMID]; 83|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.42|25090|Portugal|25958|Validated|14685153[PMID]; 84|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.23|25335|Sweden|25958|Validated|18681890[PMID]_25274184[PMID]; 85|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|3.3|25335|Sweden|25958|Validated|18681890[PMID]; 86|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.07|25006|Norway|25958|Validated|18681890[PMID]; 87|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|2.2|25006|Norway|25958|Validated|18681890[PMID]; 88|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.05|24264|Denmark|25958|Validated|18681890[PMID]; 89|23669|Point prevalence|23711|Value and class|23746|1-9 / 100 000|3.7|24264|Denmark|25958|Validated|18681890[PMID]; 90|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.05|24257|Czech Republic|25958|Validated|20490927[PMID]; 91|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.37|23949|Australia|25958|Validated|16600651[PMID]_14608657[PMID]; 92|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.1|24124|Canada|25958|Validated|10617747[PMID]; 93|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.14|25356|Taiwan, Province of China|25958|Validated|19396827[PMID]; 95|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.27|24327|Estonia|25958|Validated|22480138[PMID]; 96|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.059|24187|Colombia|25958|Validated|22550061[PMID]; 97|23669|Point prevalence|23711|Value and class|23739|1-9 / 1 000 000|0.16|23795|Europe|25958|Validated|European Medicines Agency 2001[OTHER]; 98|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|2.3|25426|Turkey|25958|Validated|16435194[PMID]; 11716|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.28|24068|Brazil|25958|Validated|31926052[PMID]; 11713|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.0132|25083|Poland|25958|Validated|25472774[PMID]; 11714|23683|Prevalence at birth|23711|Value and class|23746|1-9 / 100 000|7.85|25209|Saudi Arabia|25958|Validated|20622343[PMID]; 13930|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.03|24621|Japan|25958|Validated|28595941[PMID]; 13931|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.11|25342|Switzerland|25958|Validated|28595941[PMID]; 13932|23683|Prevalence at birth|23711|Value and class|23739|1-9 / 1 000 000|0.3|25419|Tunisia|25958|Validated|20209839[PMID]; 13933|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.019|24670|Korea, Republic of|25958|Validated|25364648[PMID]; 13934|23683|Prevalence at birth|23711|Value and class|23760|<1 / 1 000 000|0.04|25482|United States|25958|Validated|34051828[PMID]; 16991|23669|Point prevalence|23711|Value and class|23760|<1 / 1 000 000|0.011|25482|United States|25958|Validated|34051828[PMID]"
