Availability,Licence,OrphaCode,DisorderId,DisorderName,DisorderTypeId,DisorderType,DisorderGroupId,DisorderGroup,ExpertLink,TypeOfInheritanceListCount,TypeOfInheritanceIds,TypeOfInheritance,TypeOfInheritancePairs,AverageAgeOfOnsetListCount,AverageAgeOfOnsetIds,AverageAgeOfOnset,AverageAgeOfOnsetPairs
,,53351,10720,X-linked dystonia-parkinsonism,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53351,2,23494; 23431,Not applicable; X-linked recessive,23494|Not applicable; 23431|X-linked recessive,1,23543,Adult,23543|Adult
,,54260,10750,Left ventricular noncompaction,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=54260,4,23410; 23417; 23438; 23431,Autosomal dominant; Autosomal recessive; Mitochondrial inheritance; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23438|Mitochondrial inheritance; 23431|X-linked recessive,1,23557,All ages,23557|All ages
,,54247,10748,Posterior cortical atrophy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=54247,1,23480,Unknown,23480|Unknown,1,23543,Adult,23543|Adult
,,538934,27964,X-linked lymphoproliferative disease due to XIAP deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538934,1,23431,X-linked recessive,23431|X-linked recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,54251,10749,Aseptic abscess syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=54251,1,23494,Not applicable,23494|Not applicable,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,538931,27963,X-linked lymphoproliferative disease due to SAP deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538931,1,23431,X-linked recessive,23431|X-linked recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,54057,10746,Thrombotic thrombocytopenic purpura,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=54057,2,23417; 23424,Autosomal recessive; Multigenic/multifactorial,23417|Autosomal recessive; 23424|Multigenic/multifactorial,1,23557,All ages,23557|All ages
,,54028,10745,Plummer-Vinson syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=54028,1,23480,Unknown,23480|Unknown,1,23543,Adult,23543|Adult
,,53721,10743,Spinal arteriovenous metameric syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53721,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,53698,10740,Myosin storage myopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53698,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,2,23543; 23529,Adult; Childhood,23543|Adult; 23529|Childhood
,,53715,10741,Familial tumoral calcinosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53715,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,53696,10738,Arthrogryposis-anterior horn cell disease syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53696,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23508,Antenatal,23508|Antenatal
,,538872,27954,Vegetative pyoderma gangrenosum,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538872,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,53697,10739,Gnathodiaphyseal dysplasia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53697,1,23410,Autosomal dominant,23410|Autosomal dominant,3,23536; 23529; 23522,Adolescent; Childhood; Infancy,23536|Adolescent; 23529|Childhood; 23522|Infancy
,,53691,10736,Congenital cornea plana,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53691,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,538869,27953,Bullous pyoderma gangrenosum,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538869,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,538866,27952,Pustular pyoderma gangrenosum,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538866,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,53693,10737,GRACILE syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53693,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,48818,10633,Aceruloplasminemia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48818,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,49041,10637,IgG4-related retroperitoneal fibrosis,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=49041,2,23494; 23480,Not applicable; Unknown,23494|Not applicable; 23480|Unknown,1,23543,Adult,23543|Adult
,,48918,10636,Focal myositis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48918,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,49382,10639,Achromatopsia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=49382,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,49042,10638,Dentinogenesis imperfecta,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=49042,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23529,Childhood,23529|Childhood
,,48431,10625,Congenital cataracts-facial dysmorphism-neuropathy syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48431,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,538958,27968,EBV-induced lymphoproliferative disease due to CD70 deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538958,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,538963,27969,Combined immunodeficiency due to ITK deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538963,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,48471,10627,Lissencephaly,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48471,0,,,,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,48435,10626,Postinfectious vasculitis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48435,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,48686,10631,Primary effusion lymphoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48686,0,,,,1,23543,Adult,23543|Adult
,,48652,10630,Phelan-McDermid syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48652,2,23494; 23480,Not applicable; Unknown,23494|Not applicable; 23480|Unknown,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,50809,10648,Talo-patello-scaphoid osteolysis,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50809,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,50810,10649,Microlissencephaly-micromelia syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50810,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,50811,10650,Lipodystrophy-intellectual disability-deafness syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50811,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,50812,10651,Zellweger-like syndrome without peroxisomal anomalies,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50812,2,23417; 23438,Autosomal recessive; Mitochondrial inheritance,23417|Autosomal recessive; 23438|Mitochondrial inheritance,1,23529,Childhood,23529|Childhood
,,50814,10653,Craniolenticulosutural dysplasia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50814,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,50815,10654,Branchiogenic deafness syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50815,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,49566,10640,Acquired purpura fulminans,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=49566,1,23494,Not applicable,23494|Not applicable,4,23543; 23529; 23522; 23515,Adult; Childhood; Infancy; Neonatal,23543|Adult; 23529|Childhood; 23522|Infancy; 23515|Neonatal
,,49804,10641,Lichen amyloidosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=49804,0,,,,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,49827,10643,Thiamine-responsive megaloblastic anemia syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=49827,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,50251,10645,Pleural mesothelioma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50251,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,1,23557,All ages,23557|All ages
,,50945,10665,Blomstrand lethal chondrodysplasia,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50945,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,50944,10664,Schöpf-Schulz-Passarge syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50944,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,51084,10671,Torsade-de-pointes syndrome with short coupling interval,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51084,0,,,,1,23543,Adult,23543|Adult
,,51083,10670,Congenital short QT syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51083,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,50839,10658,Cat-scratch disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50839,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,50943,10663,Keratolytic winter erythema,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50943,1,23410,Autosomal dominant,23410|Autosomal dominant,5,23536; 23543; 23529; 23522; 23515,Adolescent; Adult; Childhood; Infancy; Neonatal,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy; 23515|Neonatal
,,50942,10662,Striate palmoplantar keratoderma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50942,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,50918,10660,Kikuchi-Fujimoto disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50918,0,,,,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,52054,10687,Craniosynostosis-intracranial calcifications syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52054,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,52022,10684,Potocki-Shaffer syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52022,1,23480,Unknown,23480|Unknown,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,52047,10685,Braddock syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52047,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23515,Neonatal,23515|Neonatal
,,51577,10674,Cobblestone lissencephaly,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51577,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,51608,10675,Generalized arterial calcification of infancy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51608,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,51188,10672,Ethylmalonic encephalopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51188,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,541423,28017,Growth delay-intellectual disability-hepatopathy syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=541423,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,51208,10673,Formiminoglutamic aciduria,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51208,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,541507,28023,Anomalous origin of coronary artery from the pulmonary artery,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=541507,1,23494,Not applicable,23494|Not applicable,0,,,
,,51636,10676,WHIM syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51636,3,23410; 23417; 23494,Autosomal dominant; Autosomal recessive; Not applicable,23410|Autosomal dominant; 23417|Autosomal recessive; 23494|Not applicable,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,541454,28021,Anomalous aortic origin of the right coronary artery,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=541454,1,23494,Not applicable,23494|Not applicable,0,,,
,,541443,28020,Anomalous aortic origin of the left coronary artery,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=541443,1,23494,Not applicable,23494|Not applicable,0,,,
,,51890,10677,Anterior cutaneous nerve entrapment syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51890,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,542306,28037,GNB5-related intellectual disability-cardiac arrhythmia syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542306,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,542301,28036,EBV-induced lymphoproliferative disease due to CARMIL2 deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542301,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,542310,28038,Leukoencephalopathy with calcifications and cysts,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542310,1,23417,Autosomal recessive,23417|Autosomal recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,42642,10573,PFAPA syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=42642,1,23480,Unknown,23480|Unknown,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,42665,10575,Tietz syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=42665,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23515,Neonatal,23515|Neonatal
,,542323,28040,T-cell based immunotherapy-associated cytokine release syndrome,21429,Particular clinical situation in a disease or syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542323,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,43117,10581,Acute tricyclic antidepressant poisoning,21429,Particular clinical situation in a disease or syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=43117,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,542585,28052,Auditory neuropathy-optic atrophy syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542585,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23536; 23529; 23522,Adolescent; Childhood; Infancy,23536|Adolescent; 23529|Childhood; 23522|Infancy
,,43116,10580,Serotonin syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=43116,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,542592,28053,Necrobiosis lipoidica,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542592,1,23494,Not applicable,23494|Not applicable,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,43393,10583,Lambert-Eaton myasthenic syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=43393,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,43119,10582,Acute poisoning by drugs with membrane-stabilizing effect,21429,Particular clinical situation in a disease or syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=43119,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
