OrphaCode,DisorderName,DisorderType,ExpertLink,IsLeaf,OrphaCodePath,ClassificationPath,ClassificationTypes,ClassificationDepth
98771,Spinocerebellar ataxia type 18,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98771,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 98771,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 18,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
98772,Spinocerebellar ataxia type 19/22,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98772,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 98772,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 19/22,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
98773,Spinocerebellar ataxia type 21,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98773,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 98773,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 21,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
101108,Spinocerebellar ataxia type 23,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101108,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 101108,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 23,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
101109,Spinocerebellar ataxia type 28,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101109,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 101109,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 28,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
101110,Spinocerebellar ataxia type 20,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101110,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 101110,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 20,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
101111,Spinocerebellar ataxia type 25,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101111,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 101111,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 25,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
208513,Spinocerebellar ataxia type 29,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=208513,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 208513,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 29,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
276183,Spinocerebellar ataxia type 32,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276183,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 276183,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 32,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
276193,Spinocerebellar ataxia type 35,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276193,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 276193,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 35,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
276198,Spinocerebellar ataxia type 36,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276198,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 276198,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 36,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314404,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 314404,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
314647,Non-progressive cerebellar ataxia with intellectual disability,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314647,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 314647,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Non-progressive cerebellar ataxia with intellectual disability,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
363710,Spinocerebellar ataxia type 37,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=363710,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 363710,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 37,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
423275,Spinocerebellar ataxia type 40,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=423275,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 423275,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 40,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
497764,Spinocerebellar ataxia type 43,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=497764,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 497764,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 43,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
589515,PUM1-associated developmental disability-ataxia-seizure syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=589515,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 589515,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > PUM1-associated developmental disability-ataxia-seizure syndrome,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
589522,Spinocerebellar ataxia type 46,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=589522,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 589522,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 46,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
631103,Spinocerebellar ataxia type 48,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=631103,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 631103,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 48,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
631106,Spinocerebellar ataxia type 49,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=631106,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 631106,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 49,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
675216,Spinocerebellar ataxia type 27B,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=675216,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94145 > 675216,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type I > Spinocerebellar ataxia type 27B,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
94148,Autosomal dominant cerebellar ataxia type III,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94148,0,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III,Category > Category > Category > Category > Category > Category > Clinical group,7
98758,Spinocerebellar ataxia type 6,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98758,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 98758,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 6,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
98766,Spinocerebellar ataxia type 5,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98766,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 98766,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 5,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
98767,Spinocerebellar ataxia type 11,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98767,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 98767,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 11,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
101112,Spinocerebellar ataxia type 26,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101112,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 101112,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 26,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
211017,Spinocerebellar ataxia type 30,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=211017,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 211017,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 30,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
217012,Spinocerebellar ataxia type 31,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217012,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 217012,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 31,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
423296,Spinocerebellar ataxia type 38,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=423296,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 423296,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 38,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
458798,Spinocerebellar ataxia type 41,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=458798,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 458798,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 41,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
458803,Spinocerebellar ataxia type 42,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=458803,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 458803,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 42,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
589527,Spinocerebellar ataxia type 45,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=589527,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 589527,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 45,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
631095,Spinocerebellar ataxia type 44,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=631095,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94148 > 631095,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type III > Spinocerebellar ataxia type 44,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
94149,Autosomal dominant cerebellar ataxia type IV,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94149,0,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94149,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type IV,Category > Category > Category > Category > Category > Category > Clinical group,7
101,Dentatorubral pallidoluysian atrophy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94149 > 101,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type IV > Dentatorubral pallidoluysian atrophy,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
98761,Spinocerebellar ataxia type 10,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98761,1,98006 > 182070 > 98534 > 98538 > 98540 > 99 > 94149 > 98761,Rare neurologic disease > Rare neurodegenerative disease > Neurodegenerative disease with dementia > Ataxia with dementia > Late-onset ataxia with dementia > Autosomal dominant cerebellar ataxia > Autosomal dominant cerebellar ataxia type IV > Spinocerebellar ataxia type 10,Category > Category > Category > Category > Category > Category > Clinical group > Disease,8
